Região Geográfica,UF,Regional de Saúde,Município,Código IBGE,Tipo da Instituição,Sigla da Instituição,Nome da Instiuição,Nome do escritório regional/local,CNPJ do escritório regional/local,Tipo da Forma de Abastecimento,Código Forma de abastecimento,Nome da Forma de Abastecimento,Nome da ETA/UTA,Ano de referência,Tipo de captação,Categoria do manancial superficial,Nome do manancial superficial,Categoria do ponto de captação subterrâneo,Nome do ponto de captação subterrâneo,Outorga,Latitude,Longitude,Vazão,Latitude_corrigida,Longitude_corrigida
SUL,RS,14ª CRS,ALEGRIA,430045,Regional,PRECISAO T,PRECISAO TRATAMENTODEAGUA LTDA,PRECISAO,24604095000110.0,SAC,C430045000016,ESQUINA QUEIMADA,,2024,SUBTERRANEO,,,NASCENTE/MINA/FONTE,ESQUINA QUEIMADA,N,"-27,864015","-54,083058",0.0,-27.864015,-54.083058
SUL,RS,11ª CRS,CRUZALTENSE,430613,Regional,LACUA SIST,LACUA SISTEMA DE TRATAMENTO DE AGUA E SANEAMENTO LTDA,LACUA,7688147000165.0,SAC,C430613000008,ASSOCIAÇÃO LINHA DEZ 1,,2024,SUBTERRANEO,,,POÇO FREÁTICO (RASO),ASS. L. DEZ,N,"-27,60522","-52,65154",1.02,-27.60522,-52.65154
SUL,RS,11ª CRS,ESTACAO,430755,Regional,FV,FV QUIMICA AMBIENTAL LTDA,FV QUIMICA AMBIENTAL,10650417000153.0,SAC,C430755000006,ESTACAO PTP VISTA ALEGRE II,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-27,945221","-52,328375",0.0,-27.945221,-52.328375
SUL,RS,8ª CRS,NOVO CABRAIS,431339,Regional,PRECISAO T,PRECISAO TRATAMENTODEAGUA LTDA,PRECISAO,24604095000110.0,SAC,C431339000018,TABOAO,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Poço Taboão,N,"-29,80513","-53,06537",0.28,-29.80513,-53.06537
SUL,RS,4ª CRS,QUEVEDOS,431532,Regional,PRECISAO T,PRECISAO TRATAMENTODEAGUA LTDA,PRECISAO,24604095000110.0,SAC,C431532000012,VENTURAS,,2024,SUBTERRANEO,,,POÇO ARTESIANO,PTP,N,"-29,458168","-54,139467",2.0,-29.458168,-54.139467
SUL,RS,12ª CRS,VITORIA DAS MISSOES,432375,Regional,PRECISAO T,PRECISAO TRATAMENTODEAGUA LTDA,PRECISAO,24604095000110.0,SAC,C432375000023,RINCAO DOS PINTOS,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-28,0","-54,0",10.0,-28.0,-54.0
SUL,RS,18ª CRS,SANTO ANTONIO DA PATRULHA,431760,Regional,PRECISAO T,PRECISAO TRATAMENTODEAGUA LTDA,PRECISAO,24604095000110.0,SAC,C431760000021,SAC POCO MONJOLO,,2024,SUBTERRANEO,,,POÇO ARTESIANO,POÇO SAC MONJOLO,N,"-29,765837","-50,519894",0.0,-29.765837,-50.519894
SUL,RS,5ª CRS,FAGUNDES VARELA,430786,Regional,ARTIBRAS,ARTIBRAS SANEAMENTO E ENGENHARIA EIRELI,ARTIBRAS,4091474000147.0,SAC,C430786000016,ASSOCIACAO SAO JOAO II,,2024,SUBTERRANEO,,,POÇO ARTESIANO,POÇO SAO JOAO II,S,"-28,0","-51,0",0.65,-28.0,-51.0
SUL,RS,4ª CRS,JARI,431113,Regional,LICS R,LICS SUPER AGUA EIRELI EPP,LICS SEDE,4857522000165.0,SAC,C431113000019,RINCAO DOS PINTOS,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Rincão dos Pintos 01,N,"-29,322102","-54,438701",1.0,-29.322102,-54.438701
SUL,RS,4ª CRS,JARI,431113,Regional,LICS R,LICS SUPER AGUA EIRELI EPP,LICS SEDE,4857522000165.0,SAC,C431113000019,RINCAO DOS PINTOS,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Rincão dos Pintos 02,N,"-29,334825","-54,471116",1.0,-29.334825,-54.471116
SUL,RS,4ª CRS,JARI,431113,Regional,LICS R,LICS SUPER AGUA EIRELI EPP,LICS SEDE,4857522000165.0,SAC,C431113000019,RINCAO DOS PINTOS,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Rincão do Umbu,N,"-29,335717","-54,432873",1.0,-29.335717,-54.432873
SUL,RS,14ª CRS,CANDIDO GODOI,430430,Regional,ARTIBRAS,ARTIBRAS SANEAMENTO E ENGENHARIA EIRELI,ARTIBRAS,4091474000147.0,SAC,C430430000026,LINHA SILVA JARDIM BAIXA,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-27,947603","-54,667227",0.0,-27.947603,-54.667227
SUL,RS,14ª CRS,CANDIDO GODOI,430430,Regional,ARTIBRAS,ARTIBRAS SANEAMENTO E ENGENHARIA EIRELI,ARTIBRAS,4091474000147.0,SAC,C430430000030,LINHA TREZE DE MAIO,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-27,949635","-54,623507",0.0,-27.949635,-54.623507
SUL,RS,5ª CRS,CAXIAS DO SUL,430510,Regional,HOLUS,HOLUS ENGENHARIA E MEIO AMBIENTE LTDA,HOLUS,24920734000157.0,SAC,C430510000019,POCO PHD GUINDASTES LTDA,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,S,"-29,1188","-51,1991",1.19,-29.1188,-51.1991
SUL,RS,16ª CRS,DOUTOR RICARDO,430675,Regional,BIOSUL,BIOSUL SOLUCOES AMBIENTAIS LTDA,BIOSUL,5455760000107.0,SAC,C430675000004,LINHA ZANELLA,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-29,04853","-52,01307",0.0,-29.04853,-52.01307
SUL,RS,11ª CRS,ERECHIM,430700,Regional,FV,FV QUIMICA AMBIENTAL LTDA,FV QUIMICA AMBIENTAL,10650417000153.0,SAC,C430700000076,PME SAASA LINHA SETE DE SETEMBRO JAGUARETE,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-27,537059","-52,248651",1.11,-27.537059,-52.248651
SUL,RS,15ª CRS,TRES PALMEIRAS,432185,Regional,ESSENCIAL,ESSENCIAL QUIMICA E SANEAMENTO LTDA,UNICA,12305407000106.0,SAC,C432185000008,LINHA NOVA,,2024,SUBTERRANEO,,,POÇO ARTESIANO,SAC 04,N,"-27,3606777","-52,5244911",4.16,-27.3606777,-52.5244911
SUL,RS,14ª CRS,PORTO MAUA,431505,Regional,PRECISAO T,PRECISAO TRATAMENTODEAGUA LTDA,PRECISAO,24604095000110.0,SAC,C431505000013,SAC SETE DE SETEMBRO II,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-27,606032","-54,626318",0.0,-27.606032,-54.626318
SUL,RS,4ª CRS,JARI,431113,Regional,LICS R,LICS SUPER AGUA EIRELI EPP,LICS SEDE,4857522000165.0,SAC,C431113000015,RINCAO DA GLORIA,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Rincão da Glória,N,"-29,393461","-54,429404",1.0,-29.393461,-54.429404
SUL,RS,4ª CRS,JARI,431113,Regional,LICS R,LICS SUPER AGUA EIRELI EPP,LICS SEDE,4857522000165.0,SAC,C431113000015,RINCAO DA GLORIA,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Salão Glória,N,"-29,389093","-54,395789",1.0,-29.389093,-54.395789
SUL,RS,14ª CRS,GIRUA,430900,Regional,PRECISAO T,PRECISAO TRATAMENTODEAGUA LTDA,PRECISAO,24604095000110.0,SAC,C430900000021,RINCÃO DOS LUBIAN,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-28,061798","-54,373378",5.0,-28.061798,-54.373378
SUL,RS,11ª CRS,ERECHIM,430700,Regional,FV,FV QUIMICA AMBIENTAL LTDA,FV QUIMICA AMBIENTAL,10650417000153.0,SAC,C430700000067,PME SAASA LINHA KM SEIS POVOADO RIGO,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-27,593404","-52,282911",1.11,-27.593404,-52.282911
SUL,RS,11ª CRS,ERECHIM,430700,Regional,FV,FV QUIMICA AMBIENTAL LTDA,FV QUIMICA AMBIENTAL,10650417000153.0,SAC,C430700000079,PME SAASA LINHA KM QUATORZE DOURADO,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-27,544048","-52,270591",1.11,-27.544048,-52.270591
SUL,RS,14ª CRS,GIRUA,430900,Regional,PRECISAO T,PRECISAO TRATAMENTODEAGUA LTDA,PRECISAO,24604095000110.0,SAC,C430900000006,RINCAO MACIEL 1,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-27,954794","-54,433151",10.0,-27.954794,-54.433151
SUL,RS,11ª CRS,GETULIO VARGAS,430890,Regional,FV,FV QUIMICA AMBIENTAL LTDA,FV QUIMICA AMBIENTAL,10650417000153.0,SAC,C430890000016,RIBEIRO,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-27,862963","-52,247906",0.0,-27.862963,-52.247906
SUL,RS,16ª CRS,SAO VALENTIM DO SUL,431971,Regional,KF,KF SOLUCOES AMBIENTAIS LTDA,HIDROQUIM KF SOLUCOES AMBIENTAIS LTDA,11301741000129.0,SAC,C431971000003,11 SVS LINHA SAO ROQUE,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-29,0576389","-51,73525",0.02,-29.0576389,-51.73525
SUL,RS,12ª CRS,VITORIA DAS MISSOES,432375,Regional,PRECISAO T,PRECISAO TRATAMENTODEAGUA LTDA,PRECISAO,24604095000110.0,SAC,C432375000011,CTG GAUDERIOS,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-28,0","-54,0",10.0,-28.0,-54.0
SUL,RS,11ª CRS,CAMPINAS DO SUL,430380,Regional,LACUA SIST,LACUA SISTEMA DE TRATAMENTO DE AGUA E SANEAMENTO LTDA,LACUA,7688147000165.0,SAC,C430380000014,LINHA TRES CERROS,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-27,713972","-52,656139",13.0,-27.713972,-52.656139
SUL,RS,12ª CRS,ROLADOR,431595,Regional,PRECISAO T,PRECISAO TRATAMENTODEAGUA LTDA,PRECISAO,24604095000110.0,SAC,C431595000018,RINCÃO DOS MARTINS,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,S,"-27,32","-54,35",2.0,-27.32,-54.35
SUL,RS,14ª CRS,ALEGRIA,430045,Regional,PRECISAO T,PRECISAO TRATAMENTODEAGUA LTDA,PRECISAO,24604095000110.0,SAC,C430045000008,PONTE SCHMIDT,,2024,SUBTERRANEO,,,POÇO ARTESIANO,PONTE SCHIMITH,N,"-27,8321512","-54,1378799",0.0,-27.8321512,-54.1378799
SUL,RS,5ª CRS,COTIPORA,430595,Regional,FV,FV QUIMICA AMBIENTAL LTDA,FV QUIMICA AMBIENTAL,10650417000153.0,SAC,C430595000009,POÇO ARTESIANO AGUA VIVA,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,S,"-29,0115833","-51,6869999",0.0,-29.0115833,-51.6869999
SUL,RS,5ª CRS,PROTASIO ALVES,431517,Regional,LABORPLAN,LABORPLAN LABORATORIO DE ANALISES DE AGUAS DO PLANALTO MEDIO LTDA,LABORPLAN,10560231000103.0,SAC,C431517000016,SAC SAO BRAS,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Poço São Bras,N,"-28,676427","-51,458334",1.66,-28.676427,-51.458334
SUL,RS,14ª CRS,SENADOR SALGADO FILHO,432032,Regional,PRECISAO T,PRECISAO TRATAMENTODEAGUA LTDA,PRECISAO,24604095000110.0,SAC,C432032000003,CARLOS KUPSKE CENTRO CIDADE,,2024,SUBTERRANEO,,,POÇO ARTESIANO,HELGA KUPSKE CIDADE,N,"-28,032333","-54,545869",2.22,-28.032333,-54.545869
SUL,RS,14ª CRS,SENADOR SALGADO FILHO,432032,Regional,PRECISAO T,PRECISAO TRATAMENTODEAGUA LTDA,PRECISAO,24604095000110.0,SAC,C432032000004,JUNIOR VARGAS CASAS POPULARES,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Junior Vargas,N,"-28,041998","-54,543841",0.0,-28.041998,-54.543841
SUL,RS,14ª CRS,SENADOR SALGADO FILHO,432032,Regional,PRECISAO T,PRECISAO TRATAMENTODEAGUA LTDA,PRECISAO,24604095000110.0,SAC,C432032000007,CARLOS STELZERL - OITO DE AGOSTO SUL,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Carlos Stelzerl,N,"-28,059497","-54,584505",3.61,-28.059497,-54.584505
SUL,RS,9ª CRS,BOA VISTA DO INCRA,430223,Regional,LICS R,LICS SUPER AGUA EIRELI EPP,LICS SEDE,4857522000165.0,SAC,C430223000004,POCO SERRANO,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,S,"-28,0","-53,0",6.5,-28.0,-53.0
SUL,RS,9ª CRS,BOA VISTA DO INCRA,430223,Regional,LICS R,LICS SUPER AGUA EIRELI EPP,LICS SEDE,4857522000165.0,SAC,C430223000004,POCO SERRANO,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 2,S,"-28,0","-53,0",6.5,-28.0,-53.0
SUL,RS,15ª CRS,CERRO GRANDE,430515,Regional,PK,PK TRATAMENTO DE AGUA LTDA,PK TRATAMENTO DE AGUA LTDA,17355361000153.0,SAC,C430515000005,LINHA ESQUINA RAIMUNDI SAC 08,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 05,N,"-27,648553","-53,17124",0.0,-27.648553,-53.17124
SUL,RS,11ª CRS,VIADUTOS,432290,Regional,LACUA SIST,LACUA SISTEMA DE TRATAMENTO DE AGUA E SANEAMENTO LTDA,LACUA,7688147000165.0,SAC,C432290000003,LINHA BARBOSA,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,S,"-27,632222","-51,934722",0.0,-27.632222,-51.934722
SUL,RS,15ª CRS,CERRO GRANDE,430515,Regional,PK,PK TRATAMENTO DE AGUA LTDA,PK TRATAMENTO DE AGUA LTDA,17355361000153.0,SAC,C430515000002,LINHA SCHIMITH 1 E SCHIMITH 2,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 02,N,"-27,609314","-53,192169",0.0,-27.609314,-53.192169
SUL,RS,11ª CRS,QUATRO IRMAOS,431531,Regional,LACUA SIST,LACUA SISTEMA DE TRATAMENTO DE AGUA E SANEAMENTO LTDA,LACUA,7688147000165.0,SAC,C431531000009,LINHA POVOADO TARTAS,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"27,790277","52,395",0.0,27.790277,52.395
SUL,RS,14ª CRS,SANTO CRISTO,431790,Regional,PRECISAO T,PRECISAO TRATAMENTODEAGUA LTDA,PRECISAO,24604095000110.0,SAC,C431790000039,SAC LINHA BOM PRINCIPIO BAIXO REDE POSTO DE SAUDE,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-27,784167","-54,7656667",0.0,-27.784167,-54.7656667
SUL,RS,11ª CRS,QUATRO IRMAOS,431531,Regional,LACUA SIST,LACUA SISTEMA DE TRATAMENTO DE AGUA E SANEAMENTO LTDA,LACUA,7688147000165.0,SAC,C431531000003,LINHA RIO PADRE,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"27,793541","52,443121",0.0,27.793541,52.443121
SUL,RS,11ª CRS,QUATRO IRMAOS,431531,Regional,LACUA SIST,LACUA SISTEMA DE TRATAMENTO DE AGUA E SANEAMENTO LTDA,LACUA,7688147000165.0,SAC,C431531000007,LINHA POLIGNO D,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"27,75969","52,436837",0.0,27.75969,52.436837
SUL,RS,11ª CRS,MARIANO MORO,431200,Regional,LACUA SIST,LACUA SISTEMA DE TRATAMENTO DE AGUA E SANEAMENTO LTDA,LACUA,7688147000165.0,SAC,C431200000013,MARIANO MORO PTP LINHA TRES PINHEIROS PRAINHA,,2024,SUBTERRANEO,,,POÇO FREÁTICO (RASO),TRES PINHEIROPRAINHA,N,"-27,325808","-52,133527",0.33,-27.325808,-52.133527
SUL,RS,11ª CRS,ENTRE RIOS DO SUL,430695,Regional,LACUA SIST,LACUA SISTEMA DE TRATAMENTO DE AGUA E SANEAMENTO LTDA,LACUA,7688147000165.0,SAC,C430695000003,LINHA VOLTA VERDE,,2024,SUBTERRANEO,,,POÇO ARTESIANO,LINHA VOLTA VERDE,N,"27,5495","52,6890555",0.11,27.5495,52.6890555
SUL,RS,9ª CRS,BOA VISTA DO INCRA,430223,Regional,LICS R,LICS SUPER AGUA EIRELI EPP,LICS SEDE,4857522000165.0,SAC,C430223000005,POCO LUDERITES,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,S,"-28,0","-53,0",6.5,-28.0,-53.0
SUL,RS,12ª CRS,SALVADOR DAS MISSOES,431647,Regional,LICS R,LICS SUPER AGUA EIRELI EPP,LICS SEDE,4857522000165.0,SAC,C431647000017,SEDE EGIDIO DAMKE,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-28,11511","-54,836525",0.21,-28.11511,-54.836525
SUL,RS,11ª CRS,SAO VALENTIM,431970,Regional,LACUA SIST,LACUA SISTEMA DE TRATAMENTO DE AGUA E SANEAMENTO LTDA,LACUA,7688147000165.0,SAC,C431970000003,ASSOCIACAO HIDRICA DOS ALEMAES,,2024,SUBTERRANEO,,,NASCENTE/MINA/FONTE,FONTE LINHA ALEMÃES,N,"-27,572752","-52,667035",2.0,-27.572752,-52.667035
SUL,RS,5ª CRS,PROTASIO ALVES,431517,Regional,LABORPLAN,LABORPLAN LABORATORIO DE ANALISES DE AGUAS DO PLANALTO MEDIO LTDA,LABORPLAN,10560231000103.0,SAC,C431517000009,SAC CAMPO ALTO,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Poço Campo Alto,N,"-28,717189","-51,511171",2.22,-28.717189,-51.511171
SUL,RS,14ª CRS,HORIZONTINA,430960,Regional,LICS R,LICS SUPER AGUA EIRELI EPP,LICS SEDE,4857522000165.0,SAC,C430960000026,ESQUINA FIGUEIRA,,2024,SUBTERRANEO,,,POÇO ARTESIANO,ESQUINA FIGUEIRA,N,"-27,6381667","-54,35825",0.0,-27.6381667,-54.35825
SUL,RS,11ª CRS,SEVERIANO DE ALMEIDA,432060,Regional,ESSENCIAL,ESSENCIAL QUIMICA E SANEAMENTO LTDA,UNICA,12305407000106.0,SAC,C432060000009,TIGRE IV,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-27,4313","-52,155367",0.0,-27.4313,-52.155367
SUL,RS,11ª CRS,SAO VALENTIM,431970,Regional,LACUA SIST,LACUA SISTEMA DE TRATAMENTO DE AGUA E SANEAMENTO LTDA,LACUA,7688147000165.0,SAC,C431970000007,SOCIEDADE HIDRICA SAO PEDRO,,2024,SUBTERRANEO,,,POÇO ARTESIANO,PTP SÃO PEDRO,N,"-27,557675","-52,616779",5.0,-27.557675,-52.616779
SUL,RS,11ª CRS,TRES ARROIOS,432163,Regional,LACUA SIST,LACUA SISTEMA DE TRATAMENTO DE AGUA E SANEAMENTO LTDA,LACUA,7688147000165.0,SAC,C432163000045,LOTEAMENTO DA BR,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-27,55037","-52,198014",0.0,-27.55037,-52.198014
SUL,RS,1ª CRS,SAO JOSE DO SUL,431861,Regional,KF,KF SOLUCOES AMBIENTAIS LTDA,HIDROQUIM KF SOLUCOES AMBIENTAIS LTDA,11301741000129.0,SAC,C431861000003,SCHUTZ POCO 5,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Poço 06,N,"-29,531953","-51,4862539",120.0,-29.531953,-51.4862539
SUL,RS,1ª CRS,SAO JOSE DO SUL,431861,Regional,KF,KF SOLUCOES AMBIENTAIS LTDA,HIDROQUIM KF SOLUCOES AMBIENTAIS LTDA,11301741000129.0,SAC,C431861000003,SCHUTZ POCO 5,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Poço 05,N,"-29,530953","-51,486261",120.0,-29.530953,-51.486261
SUL,RS,14ª CRS,ALEGRIA,430045,Regional,PRECISAO T,PRECISAO TRATAMENTODEAGUA LTDA,PRECISAO,24604095000110.0,SAC,C430045000013,RESTINGA SECA,,2024,SUBTERRANEO,,,POÇO ARTESIANO,RESTINGA SECA,N,"-27,7854924","-54,1090043",0.0,-27.7854924,-54.1090043
SUL,RS,4ª CRS,QUEVEDOS,431532,Regional,PRECISAO T,PRECISAO TRATAMENTODEAGUA LTDA,PRECISAO,24604095000110.0,SAC,C431532000004,SANTA TEREZINHA,,2024,SUBTERRANEO,,,POÇO ARTESIANO,PTP,S,"-29,450965","-54,174013",2.5,-29.450965,-54.174013
SUL,RS,5ª CRS,COTIPORA,430595,Regional,FV,FV QUIMICA AMBIENTAL LTDA,FV QUIMICA AMBIENTAL,10650417000153.0,SAC,C430595000004,POÇO ARTESIANO SANTA CRUZ,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,S,"-28,9657777","-51,6675277",0.0,-28.9657777,-51.6675277
SUL,RS,11ª CRS,SEVERIANO DE ALMEIDA,432060,Regional,ESSENCIAL,ESSENCIAL QUIMICA E SANEAMENTO LTDA,UNICA,12305407000106.0,SAC,C432060000011,LAMBEDOR II,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-27,37984","-52,09256",3.33,-27.37984,-52.09256
SUL,RS,11ª CRS,GAURAMA,430870,Regional,LACUA SIST,LACUA SISTEMA DE TRATAMENTO DE AGUA E SANEAMENTO LTDA,LACUA,7688147000165.0,SAC,C430870000013,LINHA QUATRO,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-27,563103","-52,177524",1.0,-27.563103,-52.177524
SUL,RS,14ª CRS,SANTA ROSA,431720,Regional,ARTIBRAS,ARTIBRAS SANEAMENTO E ENGENHARIA EIRELI,ARTIBRAS,4091474000147.0,SAC,C431720000010,ASSOCIACAO CONSUMIDORES DE AGUA POTAVEL BELA UNIAO,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-27,823","-54,40818",9.5,-27.823,-54.40818
SUL,RS,14ª CRS,SANTA ROSA,431720,Regional,ARTIBRAS,ARTIBRAS SANEAMENTO E ENGENHARIA EIRELI,ARTIBRAS,4091474000147.0,SAC,C431720000010,ASSOCIACAO CONSUMIDORES DE AGUA POTAVEL BELA UNIAO,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 2,S,"-27,8198","-54,39924",9.5,-27.8198,-54.39924
SUL,RS,14ª CRS,ALEGRIA,430045,Regional,PRECISAO T,PRECISAO TRATAMENTODEAGUA LTDA,PRECISAO,24604095000110.0,SAC,C430045000004,LINHA BENDER,,2024,SUBTERRANEO,,,POÇO ARTESIANO,LINHA BENDER,N,"-27,7605437","-54,0464228",0.0,-27.7605437,-54.0464228
SUL,RS,11ª CRS,CRUZALTENSE,430613,Regional,LACUA SIST,LACUA SISTEMA DE TRATAMENTO DE AGUA E SANEAMENTO LTDA,LACUA,7688147000165.0,SAC,C430613000004,ASSOCIAÇÃO LINHA BELA VISTA,,2024,SUBTERRANEO,,,POÇO FREÁTICO (RASO),ASS. BELA VISTA,N,"-27,6321","-52,68344",1.0,-27.6321,-52.68344
SUL,RS,11ª CRS,CRUZALTENSE,430613,Regional,LACUA SIST,LACUA SISTEMA DE TRATAMENTO DE AGUA E SANEAMENTO LTDA,LACUA,7688147000165.0,SAC,C430613000024,ASSOCIACAO LINHA RIO LISO 3,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-27,593986","-52,612173",0.78,-27.593986,-52.612173
SUL,RS,14ª CRS,SANTA ROSA,431720,Regional,MUNDO D A,MUNDO D AGUA PURIFICADORES LTDA,MUNDO D AGUA,18987334000166.0,SAC,C431720000018,ASSOCIACAO DE CONSUMIDORES DE AGUA LINHA FEDERACAO,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-27,94158","-54,56413",0.0,-27.94158,-54.56413
SUL,RS,11ª CRS,ESTACAO,430755,Regional,FV,FV QUIMICA AMBIENTAL LTDA,FV QUIMICA AMBIENTAL,10650417000153.0,SAC,C430755000013,ESTACAO PTP NAVEGANTES,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-27,939278","-52,358861",0.0,-27.939278,-52.358861
SUL,RS,6ª CRS,SAO DOMINGOS DO SUL,431805,Regional,LABORPLAN,LABORPLAN LABORATORIO DE ANALISES DE AGUAS DO PLANALTO MEDIO LTDA,LABORPLAN,10560231000103.0,SAC,C431805000005,SAC SAO VALENTIM,,2024,SUBTERRANEO,,,POÇO ARTESIANO,POÇO LUIZ GATTO,S,"-28,55261","-51,87753",0.0,-28.55261,-51.87753
SUL,RS,6ª CRS,SAO DOMINGOS DO SUL,431805,Regional,LABORPLAN,LABORPLAN LABORATORIO DE ANALISES DE AGUAS DO PLANALTO MEDIO LTDA,LABORPLAN,10560231000103.0,SAC,C431805000005,SAC SAO VALENTIM,,2024,SUBTERRANEO,,,POÇO ARTESIANO,POÇO LAURO KLANOVICZ,S,"-28,570944","-51,886694",0.0,-28.570944,-51.886694
SUL,RS,6ª CRS,SAO DOMINGOS DO SUL,431805,Regional,LABORPLAN,LABORPLAN LABORATORIO DE ANALISES DE AGUAS DO PLANALTO MEDIO LTDA,LABORPLAN,10560231000103.0,SAC,C431805000005,SAC SAO VALENTIM,,2024,SUBTERRANEO,,,POÇO ARTESIANO,POÇO LUIZ SOBIESKI,S,"-28,579556","-51,86722",0.0,-28.579556,-51.86722
SUL,RS,14ª CRS,SAO PAULO DAS MISSOES,431930,Regional,PRECISAO T,PRECISAO TRATAMENTODEAGUA LTDA,PRECISAO,24604095000110.0,SAC,C431930000001,SAC ARABELA,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-28,0056944","-54,9029722",0.0,-28.0056944,-54.9029722
SUL,RS,18ª CRS,SANTO ANTONIO DA PATRULHA,431760,Regional,PRECISAO T,PRECISAO TRATAMENTODEAGUA LTDA,PRECISAO,24604095000110.0,SAC,C431760000011,SAC POCO BOA VISTA EMEF N SRA MEDIANEIRA,,2024,SUBTERRANEO,,,POÇO ARTESIANO,POÇO EMEF N. SRA MEDIANEIRA,N,"-29,858929","-50,476602",0.0,-29.858929,-50.476602
SUL,RS,4ª CRS,QUEVEDOS,431532,Regional,PRECISAO T,PRECISAO TRATAMENTODEAGUA LTDA,PRECISAO,24604095000110.0,SAC,C431532000007,SAO SEBASTIAO,,2024,SUBTERRANEO,,,POÇO ARTESIANO,PTP,S,"-29,395555","-54,158503",1.66,-29.395555,-54.158503
SUL,RS,4ª CRS,QUEVEDOS,431532,Regional,PRECISAO T,PRECISAO TRATAMENTODEAGUA LTDA,PRECISAO,24604095000110.0,SAC,C431532000011,OLARIAS,,2024,SUBTERRANEO,,,POÇO ARTESIANO,PTP,N,"-29,348956","-54,070003",2.0,-29.348956,-54.070003
SUL,RS,6ª CRS,SERTAO,432050,Regional,LACUA SIST,LACUA SISTEMA DE TRATAMENTO DE AGUA E SANEAMENTO LTDA,LACUA,7688147000165.0,SAC,C432050000029,IFRS,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1 REFEITORIO,N,"-28,04735","-52,2739",0.0,-28.04735,-52.2739
